"keys","times_1_e_5","times_2_e_5","times_3_e_5","times_4_e_5","times_5_e_5","times_6_e_5","times_7_e_5","times_8_e_5","times_9_e_5","times_1_e_6"
51,0.0092000000000218,0.0254000000000178,0.0369999999999891,0.0536000000000786,0.0611999999996988,0.0763999999994849,0.0915999999998166,0.10539999999979,0.12140000000014,0.132799999999261
52,0.010200000000001,0.0260000000000582,0.0377999999998246,0.0528000000000611,0.065199999999968,0.0768000000000029,0.0933999999998923,0.107400000000343,0.118399999999965,0.135799999999435
53,0.0111999999999907,0.0253999999999178,0.0361999999998989,0.0491999999999098,0.0647999999997774,0.0758000000002357,0.0927999999999884,0.10480000000025,0.120199999999459,0.133800000000192
54,0.0114000000000024,0.0267999999999756,0.03600000000004,0.0531999999999243,0.0615999999999622,0.0767999999997846,0.0934000000004016,0.103399999999965,0.122199999999866,0.142799999999552
55,0.00960000000000605,0.0248000000000502,0.0377999999999702,0.0510000000000218,0.0627999999998792,0.0763999999999942,0.0915999999995984,0.103000000000757,0.122799999999988,0.135999999999476
56,0.0107999999999972,0.0234000000000106,0.037400000000016,0.0506000000000495,0.0613999999999578,0.076200000000099,0.0923999999999796,0.104400000000314,0.119800000000105,0.132600000000384
57,0.0106000000000062,0.0230000000000382,0.0392000000000917,0.0496000000001004,0.0626000000002023,0.0756000000000495,0.0910000000002037,0.10300000000032,0.122999999999738,0.133400000000256
58,0.0106000000000014,0.0253999999999724,0.0357999999999811,0.0504000000000087,0.0607999999999447,0.075,0.0919999999998981,0.102599999999802,0.120399999999645,0.136599999999307
59,0.0102000000000018,0.0242000000000189,0.0374000000000342,0.0484000000000015,0.0614000000001033,0.0788000000000466,0.0956000000000495,0.103199999999633,0.117199999999721,0.131600000000035
60,0.0104000000000024,0.0242000000000098,0.0393999999999323,0.0534000000000378,0.062400000000016,0.0770000000004075,0.0888000000001921,0.105400000000081,0.1191999999994,0.135399999999936
61,0.00959999999999795,0.0238000000001011,0.0381999999999789,0.049199999999837,0.0646000000000276,0.075400000000227,0.0916000000001077,0.101000000000204,0.118399999999965,0.134199999999983
62,0.0111999999999883,0.0251999999999771,0.0366000000000167,0.0523999999999796,0.0606000000001586,0.075599999999904,0.0902000000004045,0.101000000000786,0.118199999999924,0.134200000000128
63,0.0107999999999884,0.0254000000000087,0.0379999999999382,0.047599999999984,0.0630000000000291,0.0762000000002445,0.0885999999994238,0.105,0.115600000000413,0.13260000000053
64,0.0108000000000079,0.0230000000000291,0.0375999999999476,0.0494000000001324,0.0622000000001208,0.0788000000004104,0.0904000000003725,0.103600000000006,0.118400000000402,0.134600000000064
65,0.0105999999999931,0.0252000000000862,0.0387999999999192,0.0497999999999593,0.0615999999997803,0.0745999999995547,0.0931999999994878,0.105599999999977,0.115600000000559,0.132399999999034
66,0.0103999999999871,0.0264000000000578,0.037799999999952,0.0488000000001193,0.0640000000001237,0.0765999999998166,0.0901999999996769,0.102600000000093,0.117599999999657,0.131400000000285
67,0.00880000000000979,0.0248000000000411,0.0342000000000007,0.0512000000002081,0.0627999999997337,0.0768000000001484,0.0911999999998079,0.103399999999674,0.121600000000035,0.130600000000704
68,0.00860000000000671,0.0246000000000004,0.0353999999999723,0.0484000000001106,0.0611999999998807,0.0771999999996478,0.0928000000002066,0.104999999999709,0.118399999999237,0.133999999999796
69,0.00820000000000405,0.02300000000002,0.0333999999999833,0.0488000000000466,0.0601999999998225,0.0765999999998166,0.0893999999996595,0.102000000000844,0.117200000000448,0.131800000000367
70,0.0100000000000051,0.0244000000000415,0.0331999999999971,0.0492000000000553,0.0630000000002838,0.075,0.0905999999995402,0.103600000000006,0.12059999999954,0.130400000000227
71,0.0120000000000165,0.0252000000000317,0.0352000000000589,0.0507999999999811,0.0627999999998428,0.0740000000000146,0.0925999999998021,0.101999999999825,0.116800000000076,0.130000000000582
72,0.0100000000000017,0.0223999999999887,0.0342000000001462,0.0509999999998035,0.0632000000001062,0.0751999999998952,0.0921999999996478,0.102000000000407,0.118400000000256,0.133199999999924
73,0.0105999999999958,0.0230000000000109,0.0342000000001462,0.0485999999998603,0.063199999999706,0.0766000000004715,0.088599999999642,0.101000000000495,0.11960000000021,0.129799999999814
74,0.0113999999999916,0.0222000000000116,0.0316000000001623,0.0503999999997541,0.0579999999997381,0.0750000000001455,0.0886000000000786,0.104199999999983,0.117199999999721,0.127800000000134
75,0.0115999999999955,0.0199999999999727,0.0345999999998821,0.0481999999996333,0.0608000000000175,0.0773999999999069,0.0891999999997643,0.106599999999889,0.117200000000157,0.133400000000256
76,0.00920000000000206,0.0215999999998985,0.0363999999999942,0.0477999999997701,0.0622000000001935,0.0766000000002532,0.0927999999999884,0.104800000000396,0.117200000000303,0.133600000000006
77,0.0104000000000093,0.0216000000000349,0.0341999999999462,0.0477999999999156,0.0618000000001121,0.0767999999997119,0.0877999999999156,0.0993999999998778,0.115000000000582,0.132799999999697
78,0.00980000000000359,0.0223999999999796,0.0361999999997897,0.0486000000001513,0.0601999999996769,0.0753999999997177,0.089800000000032,0.101399999999994,0.119800000000396,0.130000000000291
79,0.009399999999996,0.0211999999999807,0.0339999999997963,0.0480000000001019,0.0587999999998283,0.0764000000002852,0.0905999999998312,0.103799999999901,0.121199999999953,0.132799999999552
80,0.00980000000000263,0.02199999999998,0.0333999999998014,0.0494000000003143,0.0586000000000786,0.0758000000000175,0.0909999999999127,0.102200000000012,0.115400000000373,0.131399999999994
81,0.0112000000000014,0.0226000000000204,0.0359999999998581,0.0496000000002823,0.0616000000003623,0.0787999999998283,0.0884000000002561,0.103000000000175,0.117799999999843,0.131999999999971
82,0.0107999999999888,0.0207999999999174,0.0355999999998676,0.0486000000002605,0.0620000000000073,0.074199999999837,0.0884000000000378,0.102800000000425,0.119999999999854,0.131199999999808
83,0.0107999999999931,0.0221999999999662,0.0340000000000146,0.0490000000002692,0.0605999999997221,0.0767999999999301,0.0898000000001775,0.10620000000039,0.118199999999924,0.129000000000233
84,0.011799999999994,0.0249999999998636,0.0338000000002103,0.0498000000002139,0.0601999999997861,0.0765999999999622,0.0870000000001892,0.101799999999785,0.117800000000134,0.131800000000512
85,0.0112000000000021,0.0235999999999331,0.0366000000001804,0.0490000000000873,0.0599999999998545,0.0738000000001193,0.0874000000003434,0.10039999999979,0.117599999999657,0.130400000000518
86,0.0103999999999948,0.0209999999999036,0.0362000000002263,0.0489999999999782,0.0640000000000873,0.0756000000002678,0.0852000000001863,0.101599999999744,0.116400000000576,0.130199999999459
87,0.0102000000000002,0.0215999999999985,0.0356000000001768,0.0509999999998763,0.0613999999998487,0.0762000000004627,0.085400000000518,0.10239999999947,0.117800000000425,0.12820000000007
88,0.0100000000000177,0.0217999999999574,0.0351999999999862,0.0503999999998268,0.0617999999999665,0.0766000000001804,0.0869999999999709,0.101999999999971,0.117799999999988,0.129599999999773
89,0.00799999999999812,0.0231999999999971,0.0353999999999178,0.0485999999998967,0.0597999999998501,0.0759999999998399,0.086600000000326,0.102000000000116,0.117000000000116,0.127999999999884
90,0.00940000000000982,0.0219999999999163,0.0343999999998596,0.0515999999999622,0.0627999999997701,0.0759999999999127,0.0880000000004657,0.103400000000547,0.116399999999558,0.128999999999796
91,0.0100000000000054,0.0203999999999451,0.0381999999996879,0.0493999999999505,0.0599999999999636,0.0768000000000757,0.0876000000002387,0.100000000000291,0.115999999999767,0.127400000000489
92,0.00980000000000729,0.0195999999999185,0.0361999999997533,0.0506000000000495,0.0607999999998356,0.0761999999998079,0.0876000000003114,0.102599999999948,0.117600000000093,0.129000000000087
93,0.0103999999999985,0.0199999999999636,0.036799999999821,0.049199999999837,0.0626000000002386,0.0770000000001892,0.0860000000002037,0.101000000000204,0.114000000000524,0.132399999999907
94,0.0100000000000048,0.0207999999999447,0.0367999999998028,0.0489999999999418,0.062599999999984,0.0721999999997206,0.0880000000001019,0.101999999999825,0.118799999999464,0.128600000000151
95,0.0109999999999967,0.0211999999999716,0.0355999999999767,0.0490000000000146,0.0622000000003027,0.0755999999998312,0.0904000000001542,0.103999999999942,0.117600000000384,0.130799999999581
96,0.011200000000009,0.0201999999999316,0.0358000000001084,0.0485999999999331,0.0600000000002547,0.0736000000003696,0.0876000000000931,0.0990000000002328,0.118800000000047,0.127400000000343
97,0.0112000000000005,0.0213999999999851,0.035800000000163,0.047400000000016,0.0606000000002314,0.0741999999999098,0.090399999999936,0.104399999999732,0.118800000000192,0.132199999999721
98,0.011800000000012,0.0193999999999323,0.0340000000000327,0.0487999999999738,0.061600000000326,0.0748000000002503,0.0856000000000495,0.102200000000448,0.118999999999796,0.13039999999979
99,0.0108000000000015,0.0193999999999414,0.0343999999999869,0.0474000000001251,0.0614000000002852,0.0756000000003405,0.0895999999999913,0.10120000000039,0.116399999999703,0.127999999999447
100,0.00839999999999609,0.0219999999999254,0.0334000000000924,0.0483999999999651,0.0590000000000509,0.0742000000002008,0.0868000000000029,0.101000000000058,0.116199999999953,0.131400000000431
101,0.0101999999999993,0.022400000000016,0.03799999999992,0.0494000000002052,0.0603999999998996,0.0774000000000524,0.0878000000003522,0.101999999999534,0.1191999999994,0.133199999999633
102,0.0112000000000034,0.02399999999996,0.0344000000000597,0.0490000000000509,0.0594000000003143,0.079800000000032,0.0905999999996129,0.104200000000419,0.116399999999558,0.132399999999616
103,0.0102000000000017,0.0231999999999243,0.0365999999999622,0.0491999999999825,0.0604000000003362,0.0773999999998341,0.0853999999998632,0.0997999999999593,0.115200000000477,0.129000000000233
104,0.00999999999999204,0.0211999999999261,0.0363999999999396,0.0485999999999694,0.06120000000039,0.0773999999993248,0.0885999999998603,0.0993999999995867,0.120399999999208,0.130199999999459
105,0.0105999999999939,0.0222000000000116,0.0376000000000568,0.0478000000000975,0.0611999999999534,0.0782000000000699,0.0877999999996246,0.10199999999968,0.11679999999993,0.128399999999674
106,0.0100000000000009,0.02299999999992,0.0358000000000357,0.0507999999999447,0.0627999999999884,0.0767999999995664,0.0901999999998225,0.101400000000576,0.115600000000413,0.130800000000309
107,0.011199999999999,0.0245999999999549,0.0354000000001179,0.0477999999999156,0.0589999999999054,0.0743999999997322,0.0853999999997177,0.10460000000021,0.118600000000151,0.127200000000448
108,0.011999999999995,0.0223999999998978,0.036200000000099,0.047799999999952,0.0629999999999563,0.0740000000000873,0.0907999999995809,0.101000000000204,0.115600000000268,0.127400000000052
109,0.0122000000000211,0.0230000000000109,0.036200000000008,0.0487999999998647,0.0606000000001586,0.0721999999999389,0.0876000000000931,0.100999999999767,0.117000000000262,0.12640000000014
110,0.0116000000000087,0.0217999999998938,0.0359999999999309,0.0467999999999301,0.0631999999998152,0.0727999999999884,0.0857999999997992,0.102799999999843,0.115,0.130600000000122
111,0.0124000000000066,0.02099999999994,0.0347999999998501,0.048799999999901,0.0617999999999665,0.0746000000004278,0.0899999999997817,0.103999999999651,0.117000000000116,0.130399999999645
112,0.0103999999999969,0.0211999999999171,0.0361999999999352,0.0498000000001412,0.061399999999885,0.0756000000000495,0.0863999999997759,0.100999999999913,0.116199999999662,0.128800000000192
113,0.0104000000000129,0.0240000000000327,0.036799999999912,0.0502000000000407,0.060399999999936,0.0742000000000553,0.0865999999999622,0.103200000000506,0.115799999999581,0.129600000000646
114,0.0107999999999912,0.0227999999999338,0.0345999999999913,0.050600000000195,0.0603999999998996,0.0780000000003929,0.0897999999998137,0.104199999999983,0.115600000000559,0.127599999999657
115,0.010799999999998,0.0223999999999251,0.0362000000000626,0.0502000000001863,0.0633999999999287,0.0770000000001892,0.0856000000000495,0.102800000000134,0.115199999999895,0.127200000000157
116,0.00879999999999306,0.021599999999944,0.0316000000001077,0.0486000000000786,0.0616000000001077,0.0759999999999127,0.0859999999999127,0.10160000000018,0.113199999999633,0.127599999999948
117,0.00900000000000379,0.02100000000004,0.0354000000001543,0.0502000000000044,0.0609999999999854,0.0764000000000669,0.0878000000002066,0.1041999999994,0.117399999999907,0.126800000000076
118,0.0102000000000057,0.0201999999999498,0.0326000000002023,0.0511999999999898,0.0595999999998457,0.0753999999997905,0.0881999999996333,0.102599999999802,0.114799999999814,0.131200000000244
119,0.00879999999999024,0.0215999999999804,0.0364000000000851,0.0488000000000466,0.0615999999999985,0.0769999999998254,0.0872000000003754,0.104399999999587,0.115999999999767,0.13039999999979
120,0.00939999999999193,0.0201999999999498,0.0358000000000538,0.0490000000000146,0.0607999999998719,0.0751999999997497,0.090400000000227,0.10399999999936,0.115199999999604,0.129399999999587
121,0.00919999999999547,0.0210000000000218,0.0337999999999374,0.0510000000000218,0.0616000000001441,0.0728000000001339,0.0875999999999476,0.102200000000303,0.116599999999744,0.12759999999922
122,0.00760000000000005,0.0210000000000036,0.0317999999999301,0.0506000000001222,0.0626000000001659,0.0749999999998545,0.0882000000006519,0.102000000000262,0.113600000000588,0.127199999999721
123,0.00960000000001088,0.0197999999999229,0.0337999999999738,0.0488000000000102,0.0617999999998574,0.0747999999998865,0.0925999999997293,0.102000000000407,0.115999999999913,0.129999999999709
124,0.0101999999999944,0.0197999999999774,0.0343999999999323,0.0491999999999825,0.0605999999997948,0.0752000000001135,0.0886000000003696,0.100800000000163,0.114599999999773,0.128799999999464
125,0.00939999999999747,0.0220000000000709,0.0339999999998872,0.0477999999999884,0.0611999999997715,0.0756000000000495,0.0904000000003725,0.100199999999459,0.113999999999942,0.131599999999889
126,0.00939999999999694,0.0231999999999334,0.0338000000000102,0.0481999999999243,0.0630000000001382,0.0777999999999156,0.0860000000005675,0.101800000000076,0.114599999999773,0.13179999999993
127,0.0091999999999954,0.0223999999999432,0.0340000000000509,0.0497999999999229,0.0598000000001048,0.0773999999996158,0.089400000000096,0.099199999999837,0.115600000000413,0.133799999999464
128,0.00880000000000667,0.021399999999976,0.0336000000001695,0.0477999999998792,0.0614000000000306,0.0754000000000087,0.0880000000000291,0.102599999999802,0.11519999999975,0.128999999999796
129,0.00899999999999952,0.0222000000000298,0.0360000000002583,0.0485999999998967,0.0609999999998036,0.0767999999995664,0.088999999999869,0.10379999999961,0.115399999999645,0.134200000000128
130,0.00860000000000603,0.0205999999999585,0.0352000000001317,0.0476000000000931,0.0615999999997075,0.0725999999998748,0.0880000000003201,0.103799999999901,0.116399999999994,0.127799999999697
131,0.00939999999999984,0.0217999999999847,0.0354000000000997,0.0482000000000335,0.060800000000163,0.074600000000064,0.0864000000000669,0.102399999999761,0.119199999999691,0.131399999999558
132,0.00940000000000666,0.0199999999999636,0.0347999999999047,0.0492000000000917,0.0604000000002998,0.0749999999997817,0.0864000000000669,0.102999999999302,0.111800000000076,0.128399999999674
133,0.00899999999999451,0.0236000000000513,0.0341999999999462,0.0476000000001295,0.0610000000002401,0.0726000000003842,0.0884000000005472,0.104399999999587,0.114400000000169,0.12859999999986
134,0.00840000000000458,0.0219999999999527,0.0329999999997926,0.0488000000000102,0.0635999999999694,0.0746000000003551,0.0859999999999854,0.101599999999889,0.113399999999674,0.130800000000309
135,0.00840000000000693,0.023399999999956,0.0343999999998414,0.0468000000001121,0.0609999999994034,0.075600000000195,0.085399999999936,0.099600000000064,0.117600000000093,0.130000000000291
136,0.00979999999997844,0.0211999999999989,0.0345999999999185,0.0481999999999607,0.0603999999997177,0.0772000000003754,0.0872000000001572,0.101200000000536,0.114000000000087,0.127400000000198
137,0.0103999999999959,0.0244000000000142,0.0356000000000677,0.0475999999998021,0.0605999999999403,0.0754000000000815,0.0865999999999622,0.0997999999993772,0.113799999999319,0.12960000000021
138,0.00960000000000946,0.0215999999999713,0.0352000000001317,0.0473999999998341,0.0628000000002066,0.0772000000000844,0.0904000000002998,0.103600000000006,0.115000000000582,0.131200000000244
139,0.00959999999999383,0.0215999999999985,0.0356000000001222,0.0479999999999927,0.062399999999725,0.0773999999999796,0.0913999999999214,0.103199999999633,0.115799999999144,0.128599999999569
140,0.0107999999999945,0.0211999999999807,0.0362000000001535,0.047599999999984,0.0635999999997875,0.0755999999997584,0.0898000000005413,0.10120000000039,0.117600000000384,0.129799999999668
141,0.0102000000000057,0.0238000000000375,0.0354000000001361,0.0472000000000844,0.0605999999997948,0.0751999999998225,0.0873999999999796,0.100999999999913,0.116200000000536,0.13039999999979
142,0.0104000000000041,0.0224000000000069,0.0374000000001433,0.0478000000000247,0.0608000000001994,0.0761999999994441,0.0878000000003522,0.106800000000076,0.113999999999651,0.128600000000006
143,0.0102000000000064,0.0234000000000287,0.0363999999999578,0.0476000000000567,0.0626000000002386,0.0757999999997992,0.0867999999995663,0.103200000000797,0.114799999999814,0.130600000000413
144,0.0111999999999961,0.0215999999999713,0.036599999999944,0.0450000000000364,0.0628000000000611,0.0757999999999447,0.0873999999999796,0.102600000000384,0.116599999999307,0.130800000000745
145,0.0121999999999997,0.0220000000000346,0.0359999999999309,0.0458000000001266,0.0579999999997017,0.0773999999999069,0.0861999999999534,0.101400000000431,0.114399999999005,0.133199999999342
146,0.00980000000002022,0.02199999999998,0.035199999999877,0.0493999999999869,0.0642000000000917,0.075,0.0890000000000873,0.102999999999738,0.114799999999668,0.127799999999406
147,0.00959999999999681,0.0205999999999858,0.0373999999997977,0.0454000000000451,0.0588000000001193,0.0763999999999214,0.0887999999997555,0.102199999999866,0.113399999999529,0.129000000000233
148,0.00979999999999777,0.0226000000000113,0.0349999999999454,0.0489999999999054,0.0618000000003303,0.0756000000001222,0.0904000000000087,0.104200000000128,0.115599999999831,0.127399999999761
149,0.00980000000000104,0.0244000000000324,0.0341999999999643,0.048999999999869,0.0611999999998443,0.074400000000096,0.0861999999998079,0.104799999999959,0.114200000000274,0.128399999999674
150,0.0120000000000091,0.021800000000012,0.0345999999999731,0.0451999999998952,0.0611999999998079,0.0745999999999185,0.0905999999995402,0.102200000000303,0.11379999999961,0.133599999999569
151,0.0119999999999949,0.021200000000008,0.0337999999999556,0.0439999999997963,0.0607999999998356,0.0752000000004773,0.0875999999996566,0.103600000000006,0.115800000000454,0.130800000000309
152,0.0109999999999939,0.0213999999999942,0.0356000000000495,0.0465999999999622,0.0609999999998763,0.0759999999998399,0.0876000000001659,0.101000000000058,0.116000000000058,0.13219999999943
153,0.0118000000000016,0.0224000000000615,0.0358000000000538,0.0483999999999287,0.058400000000147,0.0761999999998079,0.0888000000001921,0.105799999999872,0.117000000000116,0.132399999999616
154,0.0117999999999939,0.0231999999999425,0.0342000000000735,0.0468000000000393,0.0631999999996697,0.0770000000002619,0.088799999999901,0.103199999999779,0.114799999999814,0.131199999999808
155,0.0104000000000081,0.0224000000000524,0.0336000000000604,0.049600000000064,0.0618000000000029,0.0740000000000146,0.089600000000064,0.101199999999371,0.115800000000017,0.131399999999703
156,0.00939999999999486,0.0205999999999676,0.0358000000001084,0.0460000000000582,0.0607999999999083,0.0758000000003085,0.0871999999995023,0.102999999999302,0.113599999999278,0.127800000000279
